movie_id,cast_size,cast_member_list,cast_1,cast_2,cast_3,cast_4,cast_5
497,33,"['Tom Hanks', 'Michael Clarke Duncan', 'David Morse', 'Bonnie Hunt', 'James Cromwell']",Tom Hanks,Michael Clarke Duncan,David Morse,Bonnie Hunt,James Cromwell
11199,17,"['Tim Allen', 'John Travolta', 'Martin Lawrence', 'William H. Macy', 'Ray Liotta']",Tim Allen,John Travolta,Martin Lawrence,William H. Macy,Ray Liotta
9982,24,"['Zach Braff', 'Joan Cusack', 'Dan Molina', 'Steve Zahn', 'Garry Marshall']",Zach Braff,Joan Cusack,Dan Molina,Steve Zahn,Garry Marshall
210577,72,"['Ben Affleck', 'Rosamund Pike', 'Carrie Coon', 'Neil Patrick Harris', 'Tyler Perry']",Ben Affleck,Rosamund Pike,Carrie Coon,Neil Patrick Harris,Tyler Perry
2501,51,"['Matt Damon', 'Franka Potente', 'Chris Cooper', 'Clive Owen', 'Brian Cox']",Matt Damon,Franka Potente,Chris Cooper,Clive Owen,Brian Cox
710,20,"['Pierce Brosnan', 'Sean Bean', 'Izabella Scorupco', 'Famke Janssen', 'Joe Don Baker']",Pierce Brosnan,Sean Bean,Izabella Scorupco,Famke Janssen,Joe Don Baker
2275,16,"['John Travolta', 'Madeleine Stowe', 'James Cromwell', 'Timothy Hutton', 'Leslie Stefanson']",John Travolta,Madeleine Stowe,James Cromwell,Timothy Hutton,Leslie Stefanson
37165,25,"['Jim Carrey', 'Laura Linney', 'Noah Emmerich', 'Natascha McElhone', 'Ed Harris']",Jim Carrey,Laura Linney,Noah Emmerich,Natascha McElhone,Ed Harris
9837,22,"['Val Kilmer', 'Ralph Fiennes', 'Patrick Stewart', 'Michelle Pfeiffer', 'Sandra Bullock']",Val Kilmer,Ralph Fiennes,Patrick Stewart,Michelle Pfeiffer,Sandra Bullock
10708,52,"['Eddie Murphy', 'Jeff Garlin', 'Steve Zahn', 'Regina King', 'Kevin Nealon']",Eddie Murphy,Jeff Garlin,Steve Zahn,Regina King,Kevin Nealon
136400,44,"['Denzel Washington', 'Mark Wahlberg', 'Paula Patton', 'Bill Paxton', 'Fred Ward']",Denzel Washington,Mark Wahlberg,Paula Patton,Bill Paxton,Fred Ward
10992,8,"['Jeff Goldblum', 'Elizabeth Perkins', 'Alexander Pollock', 'Miriam Margolyes', 'Tobey Maguire']",Jeff Goldblum,Elizabeth Perkins,Alexander Pollock,Miriam Margolyes,Tobey Maguire
9654,22,"['Mark Wahlberg', 'Charlize Theron', 'Edward Norton', 'Seth Green', 'Jason Statham']",Mark Wahlberg,Charlize Theron,Edward Norton,Seth Green,Jason Statham
2642,26,"['Sandra Bullock', 'Hugh Grant', 'Alicia Witt', 'Dana Ivey', 'Robert Klein']",Sandra Bullock,Hugh Grant,Alicia Witt,Dana Ivey,Robert Klein
8916,18,"['Woody Allen', 'Dan Aykroyd', 'Anne Bancroft', 'Danny Glover', 'Gene Hackman']",Woody Allen,Dan Aykroyd,Anne Bancroft,Danny Glover,Gene Hackman
19899,18,"['Vince Vaughn', 'Malin Åkerman', 'Jason Bateman', 'Kristen Bell', 'Jon Favreau']",Vince Vaughn,Malin Åkerman,Jason Bateman,Kristen Bell,Jon Favreau
2119,12,"['Tom Cruise', 'Robert Duvall', 'Nicole Kidman', 'Randy Quaid', 'Cary Elwes']",Tom Cruise,Robert Duvall,Nicole Kidman,Randy Quaid,Cary Elwes
9641,22,"['Steve Martin', 'Eugene Levy', 'Bonnie Hunt', 'Tom Welling', 'Jonathan Bennett']",Steve Martin,Eugene Levy,Bonnie Hunt,Tom Welling,Jonathan Bennett
294254,37,"[""Dylan O'Brien"", 'Kaya Scodelario', 'Thomas Brodie-Sangster', 'Giancarlo Esposito', 'Aidan Gillen']",Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster,Giancarlo Esposito,Aidan Gillen
38167,19,"['Julia Roberts', 'James Franco', 'Javier Bardem', 'Billy Crudup', 'Richard Jenkins']",Julia Roberts,James Franco,Javier Bardem,Billy Crudup,Richard Jenkins
5994,11,"['Nicolas Cage', 'Téa Leoni', 'Don Cheadle', 'Saul Rubinek', 'Amber Valletta']",Nicolas Cage,Téa Leoni,Don Cheadle,Saul Rubinek,Amber Valletta
39514,29,"['Bruce Willis', 'John Malkovich', 'Helen Mirren', 'Mary-Louise Parker', 'Karl Urban']",Bruce Willis,John Malkovich,Helen Mirren,Mary-Louise Parker,Karl Urban
9563,66,"['Al Pacino', 'Cameron Diaz', 'Dennis Quaid', 'James Woods', 'Jamie Foxx']",Al Pacino,Cameron Diaz,Dennis Quaid,James Woods,Jamie Foxx
547,21,"['Robert Redford', 'Kristin Scott Thomas', 'Sam Neill', 'Scarlett Johansson', 'Dianne Wiest']",Robert Redford,Kristin Scott Thomas,Sam Neill,Scarlett Johansson,Dianne Wiest
1538,20,"['Tom Cruise', 'Jamie Foxx', 'Jada Pinkett Smith', 'Mark Ruffalo', 'Peter Berg']",Tom Cruise,Jamie Foxx,Jada Pinkett Smith,Mark Ruffalo,Peter Berg
9334,18,"['Dwayne Johnson', 'Kelly Hu', 'Michael Clarke Duncan', 'Steven Brand', 'Bernard Hill']",Dwayne Johnson,Kelly Hu,Michael Clarke Duncan,Steven Brand,Bernard Hill
11128,10,"['Joaquin Phoenix', 'John Travolta', 'Jacinda Barrett', 'Robert Patrick', 'Morris Chestnut']",Joaquin Phoenix,John Travolta,Jacinda Barrett,Robert Patrick,Morris Chestnut
75780,47,"['Tom Cruise', 'Rosamund Pike', 'Richard Jenkins', 'David Oyelowo', 'Werner Herzog']",Tom Cruise,Rosamund Pike,Richard Jenkins,David Oyelowo,Werner Herzog
8914,18,"['Thomas Jane', 'Saffron Burrows', 'LL Cool J', 'Michael Rapaport', 'Samuel L. Jackson']",Thomas Jane,Saffron Burrows,LL Cool J,Michael Rapaport,Samuel L. Jackson
13576,10,"['Michael Jackson', 'Orianthi', 'Kenny Ortega', 'Dorian Holley', 'Patrick Woodroffe']",Michael Jackson,Orianthi,Kenny Ortega,Dorian Holley,Patrick Woodroffe
39538,18,"['Matt Damon', 'Gwyneth Paltrow', 'Kate Winslet', 'Jude Law', 'Marion Cotillard']",Matt Damon,Gwyneth Paltrow,Kate Winslet,Jude Law,Marion Cotillard
10628,7,"[""Jerry O'Connell"", 'Anthony Anderson', 'Estella Warren', 'Christopher Walken', 'Michael Shannon']",Jerry O'Connell,Anthony Anderson,Estella Warren,Christopher Walken,Michael Shannon
14836,8,"['Dakota Fanning', 'Teri Hatcher', 'Jennifer Saunders', 'Dawn French', 'Keith David']",Dakota Fanning,Teri Hatcher,Jennifer Saunders,Dawn French,Keith David
8645,22,"['Mark Wahlberg', 'Zooey Deschanel', 'John Leguizamo', 'Spencer Breslin', 'Betty Buckley']",Mark Wahlberg,Zooey Deschanel,John Leguizamo,Spencer Breslin,Betty Buckley
9509,12,"['Denzel Washington', 'Dakota Fanning', 'Marc Anthony', 'Radha Mitchell', 'Christopher Walken']",Denzel Washington,Dakota Fanning,Marc Anthony,Radha Mitchell,Christopher Walken
10067,21,"['Tim Allen', 'Kristin Davis', 'Danny Glover', 'Spencer Breslin', 'Robert Downey Jr.']",Tim Allen,Kristin Davis,Danny Glover,Spencer Breslin,Robert Downey Jr.
9384,84,"['Ben Stiller', 'Owen Wilson', 'Snoop Dogg', 'Fred Williamson', 'Vince Vaughn']",Ben Stiller,Owen Wilson,Snoop Dogg,Fred Williamson,Vince Vaughn
9279,20,"['Arnold Schwarzenegger', 'Phil Hartman', 'Sinbad', 'Rita Wilson', 'Jake Lloyd']",Arnold Schwarzenegger,Phil Hartman,Sinbad,Rita Wilson,Jake Lloyd
1487,21,"['Ron Perlman', 'Selma Blair', 'Rupert Evans', 'John Hurt', 'Jeffrey Tambor']",Ron Perlman,Selma Blair,Rupert Evans,John Hurt,Jeffrey Tambor
9422,19,"['John Travolta', 'Robert Duvall', 'Tony Shalhoub', 'William H. Macy', 'Zeljko Ivanek']",John Travolta,Robert Duvall,Tony Shalhoub,William H. Macy,Zeljko Ivanek
77174,21,"['Kodi Smit-McPhee', 'Tucker Albrizzi', 'Jodelle Ferland', 'Anna Kendrick', 'Casey Affleck']",Kodi Smit-McPhee,Tucker Albrizzi,Jodelle Ferland,Anna Kendrick,Casey Affleck
4824,50,"['Bruce Willis', 'Richard Gere', 'Sidney Poitier', 'Diane Venora', 'J.K. Simmons']",Bruce Willis,Richard Gere,Sidney Poitier,Diane Venora,J.K. Simmons
9620,46,"['Ben Affleck', 'Aaron Eckhart', 'Uma Thurman', 'Paul Giamatti', 'Colm Feore']",Ben Affleck,Aaron Eckhart,Uma Thurman,Paul Giamatti,Colm Feore
9302,12,"['Robert Redford', 'Michelle Pfeiffer', 'Stockard Channing', 'Joe Mantegna', 'Kate Nelligan']",Robert Redford,Michelle Pfeiffer,Stockard Channing,Joe Mantegna,Kate Nelligan
10199,18,"['Matthew Broderick', 'Dustin Hoffman', 'Emma Watson', 'Tracey Ullman', 'Kevin Kline']",Matthew Broderick,Dustin Hoffman,Emma Watson,Tracey Ullman,Kevin Kline
10771,15,"['Jackie Chan', 'Jennifer Love Hewitt', 'Jason Isaacs', 'Debi Mazar', 'Ritchie Coster']",Jackie Chan,Jennifer Love Hewitt,Jason Isaacs,Debi Mazar,Ritchie Coster
3512,12,"['Steven Seagal', 'Eric Bogosian', 'Everett McGill', 'Katherine Heigl', 'Morris Chestnut']",Steven Seagal,Eric Bogosian,Everett McGill,Katherine Heigl,Morris Chestnut
137094,29,"['Chris Pine', 'Keira Knightley', 'Kevin Costner', 'Kenneth Branagh', 'Lenn Kudrjawizki']",Chris Pine,Keira Knightley,Kevin Costner,Kenneth Branagh,Lenn Kudrjawizki
274479,67,"['Jennifer Lawrence', 'Bradley Cooper', 'Robert De Niro', 'Dascha Polanco', 'Edgar Ramírez']",Jennifer Lawrence,Bradley Cooper,Robert De Niro,Dascha Polanco,Edgar Ramírez
267860,29,"['Gerard Butler', 'Aaron Eckhart', 'Morgan Freeman', 'Angela Bassett', 'Melissa Leo']",Gerard Butler,Aaron Eckhart,Morgan Freeman,Angela Bassett,Melissa Leo
8078,26,"['Sigourney Weaver', 'Winona Ryder', 'Brad Dourif', 'Ron Perlman', 'Michael Wincott']",Sigourney Weaver,Winona Ryder,Brad Dourif,Ron Perlman,Michael Wincott
7485,16,"['Mark Wahlberg', 'Michael Peña', 'Danny Glover', 'Kate Mara', 'Elias Koteas']",Mark Wahlberg,Michael Peña,Danny Glover,Kate Mara,Elias Koteas
170687,18,"['Ben Kingsley', 'Isaac Hempstead-Wright', 'Elle Fanning', 'Dee Bradley Baker', 'Toni Collette']",Ben Kingsley,Isaac Hempstead-Wright,Elle Fanning,Dee Bradley Baker,Toni Collette
6435,11,"['Sandra Bullock', 'Nicole Kidman', 'Evan Rachel Wood', 'Goran Visnjic', 'Stockard Channing']",Sandra Bullock,Nicole Kidman,Evan Rachel Wood,Goran Visnjic,Stockard Channing
137106,35,"['Chris Pratt', 'Will Ferrell', 'Elizabeth Banks', 'Will Arnett', 'Nick Offerman']",Chris Pratt,Will Ferrell,Elizabeth Banks,Will Arnett,Nick Offerman
10040,14,"['Sandra Bullock', 'Regina King', 'Enrique Murciano', 'William Shatner', 'Eileen Brennan']",Sandra Bullock,Regina King,Enrique Murciano,William Shatner,Eileen Brennan
6278,15,"['Christian Bale', 'Matthew McConaughey', 'Izabella Scorupco', 'Gerard Butler', 'Alexander Siddig']",Christian Bale,Matthew McConaughey,Izabella Scorupco,Gerard Butler,Alexander Siddig
82682,40,"['Josh Brolin', 'Ryan Gosling', 'Nick Nolte', 'Emma Stone', 'Sean Penn']",Josh Brolin,Ryan Gosling,Nick Nolte,Emma Stone,Sean Penn
17610,24,"['Jack Black', 'Michael Cera', 'Olivia Wilde', 'Oliver Platt', 'David Cross']",Jack Black,Michael Cera,Olivia Wilde,Oliver Platt,David Cross
22954,46,"['Morgan Freeman', 'Matt Damon', 'Tony Kgoroge', 'Patrick Mofokeng', 'Matt Stern']",Morgan Freeman,Matt Damon,Tony Kgoroge,Patrick Mofokeng,Matt Stern
16995,22,"['Russell Crowe', 'Ben Affleck', 'Rachel McAdams', 'Robin Wright', 'Jason Bateman']",Russell Crowe,Ben Affleck,Rachel McAdams,Robin Wright,Jason Bateman
16558,33,"['Clive Owen', 'Julia Roberts', 'Paul Giamatti', 'Tom Wilkinson', 'Lisa Roberts Gillan']",Clive Owen,Julia Roberts,Paul Giamatti,Tom Wilkinson,Lisa Roberts Gillan
9849,8,"['Jeff Daniels', 'Elizabeth Hurley', 'Daryl Hannah', 'Christopher Lloyd', 'Wallace Shawn']",Jeff Daniels,Elizabeth Hurley,Daryl Hannah,Christopher Lloyd,Wallace Shawn
5820,15,"['Michael Douglas', 'Kiefer Sutherland', 'Eva Longoria', 'Martin Donovan', 'Kim Basinger']",Michael Douglas,Kiefer Sutherland,Eva Longoria,Martin Donovan,Kim Basinger
16866,18,"['Dwayne Johnson', 'Seann William Scott', 'Jessica Biel', 'Justin Long', 'Gary Oldman']",Dwayne Johnson,Seann William Scott,Jessica Biel,Justin Long,Gary Oldman
201,18,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton', 'Michael Dorn']",Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,Michael Dorn
11775,42,"['George Clooney', 'Catherine Zeta-Jones', 'Edward Herrmann', 'Geoffrey Rush', 'Richard Jenkins']",George Clooney,Catherine Zeta-Jones,Edward Herrmann,Geoffrey Rush,Richard Jenkins
87825,46,"['Clint Eastwood', 'Amy Adams', 'Justin Timberlake', 'John Goodman', 'Matthew Lillard']",Clint Eastwood,Amy Adams,Justin Timberlake,John Goodman,Matthew Lillard
12201,20,"['Mel Gibson', 'Ray Winstone', 'Danny Huston', 'Shawn Roberts', ""Denis O'Hare""]",Mel Gibson,Ray Winstone,Danny Huston,Shawn Roberts,Denis O'Hare
11015,27,"['Penelope Ann Miller', 'Tom Sizemore', 'Linda Hunt', 'James Whitmore', 'Clayton Rohner']",Penelope Ann Miller,Tom Sizemore,Linda Hunt,James Whitmore,Clayton Rohner
9932,10,"['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow', 'Joe Viterelli', 'Cathy Moriarty']",Robert De Niro,Billy Crystal,Lisa Kudrow,Joe Viterelli,Cathy Moriarty
13389,33,"['Robert De Niro', 'Carla Gugino', '50 Cent', 'Al Pacino', 'Donnie Wahlberg']",Robert De Niro,Carla Gugino,50 Cent,Al Pacino,Donnie Wahlberg
8838,25,"['Bruce Willis', 'Alec Baldwin', 'Miko Hughes', 'Chi McBride', 'Kim Dickens']",Bruce Willis,Alec Baldwin,Miko Hughes,Chi McBride,Kim Dickens
17332,12,"['Robert Downey Jr.', 'Jamie Foxx', 'Catherine Keener', 'Nelsan Ellis', 'Michael Bunin']",Robert Downey Jr.,Jamie Foxx,Catherine Keener,Nelsan Ellis,Michael Bunin
4958,13,"['Matt Damon', 'Bruce McGill', 'Charlize Theron', 'Will Smith', 'Joel Gretsch']",Matt Damon,Bruce McGill,Charlize Theron,Will Smith,Joel Gretsch
786,45,"['Kate Hudson', 'Billy Crudup', 'Frances McDormand', 'Jason Lee', 'Patrick Fugit']",Kate Hudson,Billy Crudup,Frances McDormand,Jason Lee,Patrick Fugit
9513,20,"['Bill Murray', 'Jennifer Love Hewitt', 'Billy Connolly', 'Ian Abercrombie', 'Breckin Meyer']",Bill Murray,Jennifer Love Hewitt,Billy Connolly,Ian Abercrombie,Breckin Meyer
11679,15,"['Ice Cube', 'Samuel L. Jackson', 'Willem Dafoe', 'Scott Speedman', 'Peter Strauss']",Ice Cube,Samuel L. Jackson,Willem Dafoe,Scott Speedman,Peter Strauss
38321,11,"['Paul Bettany', 'Karl Urban', 'Cam Gigandet', 'Maggie Q', 'Lily Collins']",Paul Bettany,Karl Urban,Cam Gigandet,Maggie Q,Lily Collins
14411,13,"['Brad Pitt', 'Catherine Zeta-Jones', 'Michelle Pfeiffer', 'Joseph Fiennes', 'Dennis Haysbert']",Brad Pitt,Catherine Zeta-Jones,Michelle Pfeiffer,Joseph Fiennes,Dennis Haysbert
8413,15,"['Laurence Fishburne', 'Sam Neill', 'Kathleen Quinlan', 'Joely Richardson', 'Richard T. Jones']",Laurence Fishburne,Sam Neill,Kathleen Quinlan,Joely Richardson,Richard T. Jones
10052,23,"['Kevin Costner', 'Joe Morton', 'Ron Rifkin', 'Susanna Thompson', 'Kathy Bates']",Kevin Costner,Joe Morton,Ron Rifkin,Susanna Thompson,Kathy Bates
9676,19,"['Josh Hartnett', 'Scarlett Johansson', 'Aaron Eckhart', 'Hilary Swank', 'Mia Kirshner']",Josh Hartnett,Scarlett Johansson,Aaron Eckhart,Hilary Swank,Mia Kirshner
9664,16,"['James Franco', 'David Ellison', 'Jean Reno', 'Philip Winchester', 'Abdul Salis']",James Franco,David Ellison,Jean Reno,Philip Winchester,Abdul Salis
2100,11,"['Robert Redford', 'James Gandolfini', 'Mark Ruffalo', 'Steve Burton', 'Delroy Lindo']",Robert Redford,James Gandolfini,Mark Ruffalo,Steve Burton,Delroy Lindo
10384,12,"['James Spader', 'Angela Bassett', 'Robert Forster', 'Lou Diamond Phillips', 'Peter Facinelli']",James Spader,Angela Bassett,Robert Forster,Lou Diamond Phillips,Peter Facinelli
137321,33,"['Colin Farrell', 'Jessica Brown Findlay', 'Russell Crowe', 'William Hurt', 'Jennifer Connelly']",Colin Farrell,Jessica Brown Findlay,Russell Crowe,William Hurt,Jennifer Connelly
123553,22,"['Lily Collins', 'Jamie Campbell Bower', 'Kevin Zegers', 'Jemima West', 'Robert Sheehan']",Lily Collins,Jamie Campbell Bower,Kevin Zegers,Jemima West,Robert Sheehan
11260,16,"['Eddie Murphy', 'Elizabeth Banks', 'Gabrielle Union', 'Scott Caan', 'Ed Helms']",Eddie Murphy,Elizabeth Banks,Gabrielle Union,Scott Caan,Ed Helms
9009,12,"['Jennifer Connelly', 'John C. Reilly', 'Tim Roth', 'Dougray Scott', 'Pete Postlethwaite']",Jennifer Connelly,John C. Reilly,Tim Roth,Dougray Scott,Pete Postlethwaite
11374,51,"['Matthew McConaughey', 'Woody Harrelson', 'Sally Kirkland', 'Jenna Elfman', 'Martin Landau']",Matthew McConaughey,Woody Harrelson,Sally Kirkland,Jenna Elfman,Martin Landau
2309,20,"['Brendan Fraser', 'Sienna Guillory', 'Andy Serkis', 'Eliza Bennett', 'Paul Bettany']",Brendan Fraser,Sienna Guillory,Andy Serkis,Eliza Bennett,Paul Bettany
8285,15,"['Gabriel Macht', 'Scarlett Johansson', 'Samuel L. Jackson', 'Eva Mendes', 'Paz Vega']",Gabriel Macht,Scarlett Johansson,Samuel L. Jackson,Eva Mendes,Paz Vega
210860,14,"['Johnny Depp', 'Gwyneth Paltrow', 'Ewan McGregor', 'Paul Bettany', 'Olivia Munn']",Johnny Depp,Gwyneth Paltrow,Ewan McGregor,Paul Bettany,Olivia Munn
2312,19,"['Jason Statham', 'John Rhys-Davies', 'Ray Liotta', 'Leelee Sobieski', 'Burt Reynolds']",Jason Statham,John Rhys-Davies,Ray Liotta,Leelee Sobieski,Burt Reynolds
9839,50,"['Angelina Jolie', 'Clive Owen', 'Teri Polo', 'Linus Roache', 'Noah Emmerich']",Angelina Jolie,Clive Owen,Teri Polo,Linus Roache,Noah Emmerich
381902,11,"['Aaron Kwok', 'Gong Li', 'William Feng', 'Xiao Shen Yang', 'Him Law']",Aaron Kwok,Gong Li,William Feng,Xiao Shen Yang,Him Law
13922,56,"['Benjamin Bratt', 'James Franco', 'Connie Nielsen', 'Marton Csokas', 'Joseph Fiennes']",Benjamin Bratt,James Franco,Connie Nielsen,Marton Csokas,Joseph Fiennes
293660,47,"['Ryan Reynolds', 'Morena Baccarin', 'Ed Skrein', 'T.J. Miller', 'Gina Carano']",Ryan Reynolds,Morena Baccarin,Ed Skrein,T.J. Miller,Gina Carano
9713,5,"['Eddie Murphy', 'Jeff Goldblum', 'Kelly Preston', 'Robert Loggia', 'Jon Cryer']",Eddie Murphy,Jeff Goldblum,Kelly Preston,Robert Loggia,Jon Cryer
190859,81,"['Bradley Cooper', 'Sienna Miller', 'Kyle Gallner', 'Cole Konis', 'Ben Reed']",Bradley Cooper,Sienna Miller,Kyle Gallner,Cole Konis,Ben Reed
257445,54,"['Jack Black', 'Dylan Minnette', 'Odeya Rush', 'Amy Ryan', 'Jillian Bell']",Jack Black,Dylan Minnette,Odeya Rush,Amy Ryan,Jillian Bell
9007,42,"['Reese Witherspoon', 'Mark Ruffalo', 'Donal Logue', 'Dina Spybey-Waters', 'Ben Shenkman']",Reese Witherspoon,Mark Ruffalo,Donal Logue,Dina Spybey-Waters,Ben Shenkman
889,14,"['Mark Addy', 'Stephen Baldwin', 'Kristen Johnston', 'Jane Krakowski', 'Joan Collins']",Mark Addy,Stephen Baldwin,Kristen Johnston,Jane Krakowski,Joan Collins
1370,16,"['Sylvester Stallone', 'Richard Crenna', 'Kurtwood Smith', 'Spiros Focás', 'Sasson Gabai']",Sylvester Stallone,Richard Crenna,Kurtwood Smith,Spiros Focás,Sasson Gabai
4942,14,"['George Clooney', 'Renée Zellweger', 'John Krasinski', 'Wayne Duvall', 'Stephen Root']",George Clooney,Renée Zellweger,John Krasinski,Wayne Duvall,Stephen Root
347969,68,"['Adam Sandler', 'Taylor Lautner', 'Steve Buscemi', 'Terry Crews', 'Danny Trejo']",Adam Sandler,Taylor Lautner,Steve Buscemi,Terry Crews,Danny Trejo
24438,16,"['Hugh Grant', 'Sarah Jessica Parker', 'Mary Steenburgen', 'Sam Elliott', 'Natalia Klimas']",Hugh Grant,Sarah Jessica Parker,Mary Steenburgen,Sam Elliott,Natalia Klimas
116741,117,"['Owen Wilson', 'Vince Vaughn', 'Rose Byrne', 'Max Minghella', 'Aasif Mandvi']",Owen Wilson,Vince Vaughn,Rose Byrne,Max Minghella,Aasif Mandvi
35791,15,"['Milla Jovovich', 'Wentworth Miller', 'Ali Larter', 'Kim Coates', 'Kacey Clarke']",Milla Jovovich,Wentworth Miller,Ali Larter,Kim Coates,Kacey Clarke
72431,16,"['Bryan Cranston', 'David Oyelowo', 'Cuba Gooding Jr.', 'Daniela Ruah', 'Terrence Howard']",Bryan Cranston,David Oyelowo,Cuba Gooding Jr.,Daniela Ruah,Terrence Howard
1813,47,"['Keanu Reeves', 'Al Pacino', 'Charlize Theron', 'Jeffrey Jones', 'Judith Ivey']",Keanu Reeves,Al Pacino,Charlize Theron,Jeffrey Jones,Judith Ivey
87428,28,"['Adam Sandler', 'Susan Sarandon', 'Eva Amurri Martino', 'Leighton Meester', 'Andy Samberg']",Adam Sandler,Susan Sarandon,Eva Amurri Martino,Leighton Meester,Andy Samberg
8840,18,"['Dennis Quaid', 'David Thewlis', 'Pete Postlethwaite', 'Dina Meyer', 'Julie Christie']",Dennis Quaid,David Thewlis,Pete Postlethwaite,Dina Meyer,Julie Christie
10589,35,"['Pierce Brosnan', 'Salma Hayek', 'Woody Harrelson', 'Troy Garity', 'Russell Hornsby']",Pierce Brosnan,Salma Hayek,Woody Harrelson,Troy Garity,Russell Hornsby
71676,11,"['Nicolas Cage', 'Ciarán Hinds', 'Violante Placido', 'Fergus Riordan', 'Johnny Whitworth']",Nicolas Cage,Ciarán Hinds,Violante Placido,Fergus Riordan,Johnny Whitworth
1722,13,"['Nicolas Cage', 'Penélope Cruz', 'John Hurt', 'Christian Bale', 'Irene Papas']",Nicolas Cage,Penélope Cruz,John Hurt,Christian Bale,Irene Papas
10022,76,"['Vin Diesel', 'Lauren Graham', 'Faith Ford', 'Chris Potter', 'Brittany Snow']",Vin Diesel,Lauren Graham,Faith Ford,Chris Potter,Brittany Snow
11358,49,"['Dwayne Johnson', 'Johnny Knoxville', 'Neal McDonough', 'Kristen Wilson', 'Cobie Smulders']",Dwayne Johnson,Johnny Knoxville,Neal McDonough,Kristen Wilson,Cobie Smulders
13,66,"['Tom Hanks', 'Robin Wright', 'Gary Sinise', 'Mykelti Williamson', 'Sally Field']",Tom Hanks,Robin Wright,Gary Sinise,Mykelti Williamson,Sally Field
6477,16,"['Jason Lee', 'David Cross', 'Cameron Richardson', 'Jane Lynch', 'Justin Long']",Jason Lee,David Cross,Cameron Richardson,Jane Lynch,Justin Long
1597,19,"['Ben Stiller', 'Robert De Niro', 'Teri Polo', 'Blythe Danner', 'Owen Wilson']",Ben Stiller,Robert De Niro,Teri Polo,Blythe Danner,Owen Wilson
10530,16,"['Irene Bedard', 'Mel Gibson', 'David Ogden Stiers', 'John Kassir', 'Russell Means']",Irene Bedard,Mel Gibson,David Ogden Stiers,John Kassir,Russell Means
1924,92,"['Christopher Reeve', 'Marlon Brando', 'Margot Kidder', 'Gene Hackman', 'Ned Beatty']",Christopher Reeve,Marlon Brando,Margot Kidder,Gene Hackman,Ned Beatty
9327,21,"['Eddie Murphy', 'Jada Pinkett Smith', 'James Coburn', 'Larry Miller', 'Dave Chappelle']",Eddie Murphy,Jada Pinkett Smith,James Coburn,Larry Miller,Dave Chappelle
8488,17,"['Will Smith', 'Eva Mendes', 'Kevin James', 'Amber Valletta', 'Julie Ann Emery']",Will Smith,Eva Mendes,Kevin James,Amber Valletta,Julie Ann Emery
10603,49,"['Brendan Fraser', 'Leslie Mann', 'Thomas Haden Church', 'John Cleese', 'Richard Roundtree']",Brendan Fraser,Leslie Mann,Thomas Haden Church,John Cleese,Richard Roundtree
8273,15,"['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott', 'Eddie Kaye Thomas', 'Thomas Ian Nicholas']",Jason Biggs,Alyson Hannigan,Seann William Scott,Eddie Kaye Thomas,Thomas Ian Nicholas
109424,17,"['Tom Hanks', 'Catherine Keener', 'Max Martini', 'Chris Mulkey', 'Yul Vazquez']",Tom Hanks,Catherine Keener,Max Martini,Chris Mulkey,Yul Vazquez
35056,29,"['Tina Fey', 'Steve Carell', 'Mark Wahlberg', 'Taraji P. Henson', 'Jimmi Simpson']",Tina Fey,Steve Carell,Mark Wahlberg,Taraji P. Henson,Jimmi Simpson
8839,34,"['Christina Ricci', 'Bill Pullman', 'Cathy Moriarty', 'Eric Idle', 'Joe Nipote']",Christina Ricci,Bill Pullman,Cathy Moriarty,Eric Idle,Joe Nipote
156022,38,"['Denzel Washington', 'Marton Csokas', 'Chloë Grace Moretz', 'David Harbour', 'Haley Bennett']",Denzel Washington,Marton Csokas,Chloë Grace Moretz,David Harbour,Haley Bennett
7303,18,"['Jennifer Lopez', 'Ralph Fiennes', 'Natasha Richardson', 'Stanley Tucci', 'Tyler Posey']",Jennifer Lopez,Ralph Fiennes,Natasha Richardson,Stanley Tucci,Tyler Posey
8963,18,"['Denzel Washington', 'Gene Hackman', 'Matt Craven', 'George Dzundza', 'Viggo Mortensen']",Denzel Washington,Gene Hackman,Matt Craven,George Dzundza,Viggo Mortensen
1402,49,"['Will Smith', 'Jaden Smith', 'Thandie Newton', 'Brian Howe', 'James Karen']",Will Smith,Jaden Smith,Thandie Newton,Brian Howe,James Karen
9315,15,"['Jodie Foster', 'Peter Sarsgaard', 'Sean Bean', 'Kate Beahan', 'Michael Irby']",Jodie Foster,Peter Sarsgaard,Sean Bean,Kate Beahan,Michael Irby
8984,12,"['Michael Douglas', 'Demi Moore', 'Donald Sutherland', 'Dylan Baker', 'Jacqueline Kim']",Michael Douglas,Demi Moore,Donald Sutherland,Dylan Baker,Jacqueline Kim
795,16,"['Nicolas Cage', 'Meg Ryan', 'Andre Braugher', 'Dennis Franz', 'Colm Feore']",Nicolas Cage,Meg Ryan,Andre Braugher,Dennis Franz,Colm Feore
